# type	group	sentence_good	sentence_bad
# type: subtle = calque common even in edited text; overt = plain surzhyk.
# group: the normative item the pair tests.
# STATUS: CONFIRMED. Every group was checked against at least one normative source
# (Пономарів «Культура слова»; Антоненко-Давидович «Як ми говоримо»; «Антисуржик»).
# Deliberately EXCLUDED as disputed or accepted by current dictionaries:
# вірно/правильно, відмітити, приймати рішення, по понеділках, термін/строк,
# міняти/змінювати, виглядати, задавати питання, вартувати, виключно, у випадку,
# більше того, спасибі.
subtle	вважати	Вона вважає цю ідею хорошою.	Вона рахує цю ідею хорошою.
subtle	вважати	Ми вважаємо проєкт успішним.	Ми рахуємо проєкт успішним.
subtle	вважати	Я вважаю це помилкою.	Я рахую це помилкою.
subtle	наводити приклад	Викладач наводить приклад.	Викладач приводить приклад.
subtle	наводити приклад	Наведіть кілька прикладів.	Приведіть кілька прикладів.
subtle	наводити приклад	Автор навів переконливий аргумент.	Автор привів переконливий аргумент.
subtle	укладати договір	Сторони уклали договір.	Сторони заключили договір.
subtle	укладати договір	Ми укладемо угоду завтра.	Ми заключимо угоду завтра.
subtle	укладати договір	Компанія уклала контракт.	Компанія заключила контракт.
subtle	складати іспит	Завтра я складаю іспит.	Завтра я здаю іспит.
subtle	складати іспит	Він успішно склав іспит.	Він успішно здав іспит.
subtle	навчальний	Це навчальний заклад.	Це учбовий заклад.
subtle	навчальний	Почався новий навчальний рік.	Почався новий учбовий рік.
subtle	навчальний	Купи навчальний посібник.	Купи учбовий посібник.
subtle	зіставляти	Треба зіставити ці дані.	Треба співставити ці дані.
subtle	зіставляти	Автор зіставляє дві версії.	Автор співставляє дві версії.
subtle	зіставляти	Зіставте результати експериментів.	Співставте результати експериментів.
subtle	співпрацювати	Ми співпрацюємо з партнерами.	Ми співробітничаємо з партнерами.
subtle	співпрацювати	Вони давно співпрацюють.	Вони давно співробітничають.
subtle	перепрошую	Перепрошую, я запізнився.	Вибачаюсь, я запізнився.
subtle	перепрошую	Перепрошую за незручності.	Вибачаюсь за незручності.
subtle	перепрошую	Перепрошую, можна запитати?	Вибачаюсь, можна запитати?
subtle	захід	Захід відбудеться в суботу.	Міроприємство відбудеться в суботу.
subtle	захід	Ми організували цікавий захід.	Ми організували цікаве міроприємство.
subtle	висновок	Комісія зробила висновок.	Комісія зробила заключення.
subtle	висновок	Який висновок можна зробити?	Яке заключення можна зробити?
subtle	бути	Він є студентом.	Він являється студентом.
subtle	бути	Київ є столицею України.	Київ являється столицею України.
subtle	бути	Вона є автором книжки.	Вона являється автором книжки.
subtle	становити	Зарплата становить тисячу гривень.	Зарплата складає тисячу гривень.
subtle	становити	Втрати становлять десять відсотків.	Втрати складають десять відсотків.
subtle	становити	Відстань становить п'ять кілометрів.	Відстань складає п'ять кілометрів.
subtle	ймовірно	Ймовірно, він запізниться.	Вірогідно, він запізниться.
subtle	ймовірно	Це ймовірний сценарій.	Це вірогідний сценарій.
subtle	ймовірно	Найімовірніше, піде дощ.	Найвірогідніше, піде дощ.
subtle	брати до уваги	Прошу взяти це до уваги.	Прошу прийняти це до уваги.
subtle	брати до уваги	Ми беремо до уваги ваші зауваження.	Ми приймаємо до уваги ваші зауваження.
subtle	порушити питання	Депутат порушив питання про бюджет.	Депутат підняв питання про бюджет.
subtle	порушити питання	Треба порушити це питання на зборах.	Треба підняти це питання на зборах.
subtle	оцінка	Він отримав хорошу оцінку.	Він отримав хорошу відмітку.
subtle	оцінка	Яку оцінку тобі поставили?	Яку відмітку тобі поставили?
subtle	бо (так як)	Він не прийшов, бо захворів.	Він не прийшов, так як захворів.
subtle	бо (так як)	Я залишився вдома, бо йшов дощ.	Я залишився вдома, так як йшов дощ.
subtle	досі	Він досі не прийшов.	Він до цих пір не прийшов.
subtle	досі	Я досі пам'ятаю той день.	Я до цих пір пам'ятаю той день.
subtle	незважаючи	Незважаючи на дощ, ми пішли гуляти.	Не дивлячись на дощ, ми пішли гуляти.
subtle	незважаючи	Він прийшов, незважаючи на хворобу.	Він прийшов, не дивлячись на хворобу.
subtle	зрештою	Зрештою ми домовилися.	В кінці кінців ми домовилися.
subtle	принаймні	Принаймні ти спробував.	По крайній мірі ти спробував.
overt	отримувати	Я отримав лист.	Я получив лист.
overt	отримувати	Вона отримує зарплату.	Вона получає зарплату.
overt	отримувати	Ми отримали відповідь.	Ми получили відповідь.
overt	визначити	Треба визначити мету.	Треба опреділити мету.
overt	визначити	Лікар визначив діагноз.	Лікар опреділив діагноз.
overt	подобатися	Мені подобається ця книжка.	Мені нравиться ця книжка.
overt	подобатися	Їм подобається музика.	Їм нравиться музика.
overt	їсти	Діти їдять кашу.	Діти кушають кашу.
overt	їсти	Що ти будеш їсти?	Що ти будеш кушати?
overt	взагалі	Я взагалі не знаю.	Я вообще не знаю.
overt	взагалі	Він взагалі не прийшов.	Він вообще не прийшов.
overt	звичайно	Звичайно, я допоможу.	Конєшно, я допоможу.
overt	дуже	Це дуже цікаво.	Це очень цікаво.
overt	бувай	Бувай, до зустрічі.	Пока, до зустрічі.
overt	здаватися	Мені здається, він прийде.	Мені кажеться, він прийде.
overt	заважати	Не заважай мені працювати.	Не мішай мені працювати.
overt	заважати	Шум заважає спати.	Шум мішає спати.
overt	виходити	У мене не виходить.	У мене не получається.
overt	виходити	Усе вийшло чудово.	Усе получилося чудово.
overt	вистачати	Мені не вистачає часу.	Мені не хватає часу.
overt	вистачати	Грошей вистачить на всіх.	Грошей хватить на всіх.
overt	зараз	Я зараз зайнятий.	Я сейчас зайнятий.
overt	гаразд	Гаразд, я згоден.	Ладно, я згоден.
overt	колишній	Він мій колишній колега.	Він мій бувший колега.
subtle	стосуватися	Ця новина стосується нашого міста.	Ця новина відноситься до нашого міста.
subtle	будь-який	Він готовий до будь-якої роботи.	Він готовий до любої роботи.
subtle	виняток	Жодних винятків не буде.	Жодних виключень не буде.
subtle	щодо	У мене є пропозиція щодо проєкту.	У мене є пропозиція на рахунок проєкту.
subtle	наводити приклад	Наведу простий приклад.	Приведу простий приклад.
subtle	укладати договір	Банк уклав угоду з клієнтом.	Банк заключив угоду з клієнтом.
subtle	складати іспит	Студенти складають іспити в червні.	Студенти здають іспити в червні.
subtle	складати іспит	Вона склала іспит на відмінно.	Вона здала іспит на відмінно.
subtle	навчальний	Навчальний план затвердили.	Учбовий план затвердили.
subtle	зіставляти	Зіставмо ці два підходи.	Співставмо ці два підходи.
subtle	співпрацювати	Університет співпрацює з бізнесом.	Університет співробітничає з бізнесом.
subtle	співпрацювати	Ми раді співпрацювати з вами.	Ми раді співробітничати з вами.
subtle	перепрошую	Перепрошую, я не почув.	Вибачаюсь, я не почув.
subtle	захід	Ми відвідали захід.	Ми відвідали міроприємство.
subtle	захід	Запрошуємо на захід.	Запрошуємо на міроприємство.
subtle	висновок	Звідси випливає висновок.	Звідси випливає заключення.
subtle	висновок	Автор дійшов висновку.	Автор дійшов заключення.
subtle	бути	Ця книжка є бестселером.	Ця книжка являється бестселером.
subtle	становити	Ціна становить сто гривень.	Ціна складає сто гривень.
subtle	ймовірно	Ймовірність дощу висока.	Вірогідність дощу висока.
subtle	брати до уваги	Беріть до уваги погоду.	Приймайте до уваги погоду.
subtle	брати до уваги	Суд узяв до уваги докази.	Суд прийняв до уваги докази.
subtle	порушити питання	Журналісти порушили важливе питання.	Журналісти підняли важливе питання.
subtle	порушити питання	Вона порушила питання зарплат.	Вона підняла питання зарплат.
subtle	оцінка	За тест я маю найвищу оцінку.	За тест я маю найвищу відмітку.
subtle	оцінка	Вчителька поставила оцінку.	Вчителька поставила відмітку.
subtle	бо (так як)	Ми поспішали, бо запізнювалися.	Ми поспішали, так як запізнювалися.
subtle	бо (так як)	Вона радіє, бо склала іспит.	Вона радіє, так як склала іспит.
subtle	досі	Магазин досі зачинений.	Магазин до цих пір зачинений.
subtle	досі	Ми досі не знаємо відповіді.	Ми до цих пір не знаємо відповіді.
subtle	незважаючи	Незважаючи на втому, він працював.	Не дивлячись на втому, він працював.
subtle	незважаючи	Ми виграли, незважаючи на травми.	Ми виграли, не дивлячись на травми.
subtle	зрештою	Зрештою все закінчилося добре.	В кінці кінців все закінчилося добре.
subtle	зрештою	Він зрештою погодився.	Він в кінці кінців погодився.
subtle	зрештою	Зрештою, це твій вибір.	В кінці кінців, це твій вибір.
subtle	принаймні	Зроби принаймні половину.	Зроби по крайній мірі половину.
subtle	принаймні	Принаймні подзвони мені.	По крайній мірі подзвони мені.
subtle	принаймні	Там було принаймні сто людей.	Там було по крайній мірі сто людей.
overt	отримувати	Він отримає премію.	Він получить премію.
overt	визначити	Треба визначити причину.	Треба опреділити причину.
overt	визначити	Ми визначили пріоритети.	Ми опреділили пріоритети.
overt	подобатися	Тобі подобається цей фільм?	Тобі нравиться цей фільм?
overt	подобатися	Нам подобається працювати разом.	Нам нравиться працювати разом.
overt	їсти	Я не хочу їсти.	Я не хочу кушати.
overt	їсти	Кіт їсть рибу.	Кіт кушає рибу.
overt	взагалі	Це взагалі неможливо.	Це вообще неможливо.
overt	взагалі	Ти взагалі мене слухаєш?	Ти вообще мене слухаєш?
overt	звичайно	Звичайно, приходь.	Конєшно, приходь.
overt	звичайно	Він, звичайно, правий.	Він, конєшно, правий.
overt	звичайно	Звичайно, я пам'ятаю.	Конєшно, я пам'ятаю.
overt	дуже	Мені дуже шкода.	Мені очень шкода.
overt	дуже	Вона дуже втомилася.	Вона очень втомилася.
overt	дуже	Дуже дякую!	Очень дякую!
overt	бувай	Бувай, побачимося завтра.	Пока, побачимося завтра.
overt	бувай	Ну, бувай!	Ну, пока!
overt	бувай	Бувай, гарного дня.	Пока, гарного дня.
overt	здаватися	Мені здається, це правильно.	Мені кажеться, це правильно.
overt	здаватися	Здається, починається дощ.	Кажеться, починається дощ.
overt	здаватися	Йому здалося, що хтось прийшов.	Йому показалося, що хтось прийшов.
overt	заважати	Музика заважає мені думати.	Музика мішає мені думати.
overt	заважати	Я тобі не заважаю?	Я тобі не мішаю?
overt	виходити	Нічого не виходить.	Нічого не получається.
overt	виходити	Торт вийшов смачним.	Торт получився смачним.
overt	вистачати	Води вистачає.	Води хватає.
overt	вистачати	Цього вистачить.	Цього хватить.
overt	зараз	Він зараз на роботі.	Він сейчас на роботі.
overt	зараз	Зараз я прийду.	Сейчас я прийду.
overt	зараз	Що ти зараз робиш?	Що ти сейчас робиш?
overt	гаразд	Гаразд, домовились.	Ладно, домовились.
overt	гаразд	Ну гаразд, іди.	Ну ладно, іди.
overt	гаразд	Гаразд, я подумаю.	Ладно, я подумаю.
overt	колишній	Це мій колишній начальник.	Це мій бувший начальник.
overt	колишній	Колишній директор пішов на пенсію.	Бувший директор пішов на пенсію.
overt	колишній	Вона моя колишня однокласниця.	Вона моя бувша однокласниця.
