model,uid,phenomenon,group,lp_good,lp_bad,ntok_good,ntok_bad,prob_correct,prompt_margin_ab,prompt_margin_ba,prompt_correct
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0056,adjective_agreement,"masc noun, femn adj",-42.419708251953125,-47.724029541015625,7,6,1,1.1640625,-1.28125,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0057,adjective_agreement,"masc noun, femn adj",-69.06580352783203,-79.70755004882812,11,11,1,1.4531248807907104,-1.65625,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0058,adjective_agreement,"masc noun, neut adj",-67.3448257446289,-71.95259094238281,8,8,1,1.28125,-1.2890626192092896,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0059,adjective_agreement,"femn noun, neut adj",-48.564632415771484,-54.76669692993164,8,8,1,1.2265626192092896,-1.3671876192092896,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0060,adjective_agreement,"femn noun, neut adj",-67.94377899169922,-68.99751281738281,10,10,1,1.1015623807907104,-1.296875,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0061,adjective_agreement,"masc noun, neut adj",-50.2805061340332,-49.51234817504883,7,7,0,2.0781251192092896,-1.9062501192092896,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0062,adjective_agreement,"femn noun, neut adj",-43.36894607543945,-53.10881805419922,7,7,1,1.9453125,-1.421875,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0063,adjective_agreement,"femn noun, neut adj",-47.130001068115234,-52.376705169677734,8,8,1,1.4453123807907104,-1.4921873807907104,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0064,adjective_agreement,"femn noun, masc adj",-40.0586051940918,-46.602195739746094,8,8,1,2.9140625596046448,-1.7968751192092896,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0065,adjective_agreement,"femn noun, masc adj",-46.04549026489258,-49.53015899658203,8,8,1,1.6328126192092896,-0.171875,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0066,adjective_agreement,"masc noun, neut adj",-50.303504943847656,-50.439598083496094,7,7,1,0.6328125,-0.3671875,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0067,adjective_agreement,"neut noun, masc adj",-53.943504333496094,-53.28550720214844,6,6,0,2.3281251192092896,-2.765625,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0068,adjective_agreement,"femn noun, neut adj",-51.177955627441406,-45.78536605834961,5,6,0,1.5,-1.0625,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0069,adjective_agreement,"femn noun, masc adj",-68.06523132324219,-72.35171508789062,10,10,1,1.203125,-1.3046875,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0070,adjective_agreement,"femn noun, neut adj",-40.15155029296875,-43.43368911743164,7,7,1,1.5234375,-1.015625,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0071,adjective_agreement,"masc noun, neut adj",-41.83129119873047,-49.83228302001953,8,8,1,1.3515623807907104,-1.4843748807907104,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0072,adjective_agreement,"femn noun, masc adj",-48.926753997802734,-48.65155029296875,7,7,0,2.710937261581421,-2.0859375,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0073,adjective_agreement,"masc noun, femn adj",-87.97322082519531,-90.18014526367188,12,12,1,0.875,-1.8515625,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0074,adjective_agreement,"masc noun, femn adj",-61.96812057495117,-66.5970230102539,8,8,1,0.6562498807907104,-1.625,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0075,adjective_agreement,"neut noun, femn adj",-45.76844024658203,-45.80004119873047,6,6,1,0.390625,-1.078125,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0076,adjective_agreement,"femn noun, masc adj",-73.31175231933594,-75.59735107421875,11,11,1,1.6250001192092896,-1.125,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0077,adjective_agreement,"masc noun, neut adj",-47.66236114501953,-55.21868896484375,9,9,1,1.3515625,-1.1015626192092896,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0078,adjective_agreement,"masc noun, femn adj",-46.53512191772461,-52.363670349121094,7,7,1,1.734375,-1.625,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0079,adjective_agreement,"neut noun, femn adj",-57.69294738769531,-60.56104278564453,6,6,1,0.6328125,-1.859375,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0080,adjective_agreement,"masc noun, femn adj",-53.708797454833984,-54.10588836669922,6,6,1,1.890625,-2.8515623807907104,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0081,adjective_agreement,"masc noun, neut adj",-47.97220230102539,-52.90160369873047,8,8,1,2.3203125,-1.7734375,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0082,adjective_agreement,"femn noun, neut adj",-54.10727310180664,-57.55661392211914,7,7,1,1.5781251192092896,-0.8203126192092896,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0083,adjective_agreement,"femn noun, masc adj",-51.68925476074219,-47.03171920776367,8,8,0,1.9140623807907104,-2.0703123807907104,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0084,adjective_agreement,"masc noun, neut adj",-54.62063980102539,-61.57292938232422,9,8,1,2.4609375,-2.5234375,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0085,adjective_agreement,"femn noun, neut adj",-71.92891693115234,-76.04029083251953,10,10,1,1.7265623807907104,-1.796875,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0086,adjective_agreement,"neut noun, masc adj",-54.975433349609375,-51.81291580200195,7,7,0,2.1406251192092896,-2.1953125,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0087,adjective_agreement,"masc noun, femn adj",-50.69618225097656,-51.610252380371094,8,8,1,1.921875,-2.328125,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0088,adjective_agreement,"neut noun, masc adj",-53.19379425048828,-48.86474609375,7,7,0,2.4140623807907104,-2.437500238418579,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0089,adjective_agreement,"neut noun, femn adj",-46.94395065307617,-52.35791778564453,7,7,1,1.4296875,-1.1875,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0090,adjective_agreement,"neut noun, femn adj",-53.76033401489258,-59.91933822631836,9,9,1,1.8203125,-2.1796876192092896,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0091,adjective_agreement,"neut noun, femn adj",-62.446434020996094,-60.865299224853516,6,6,0,1.8046873807907104,-2.203125,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0092,adjective_agreement,"femn noun, neut adj",-43.51536178588867,-49.677398681640625,7,7,1,2.6484376192092896,-2.3515625596046448,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0093,adjective_agreement,"femn noun, masc adj",-45.78730010986328,-53.76679229736328,8,8,1,3.0156248807907104,-2.3828123807907104,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0094,adjective_agreement,"neut noun, masc adj",-41.08751678466797,-43.92629623413086,5,5,1,1.734375,-1.3828125,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0095,adjective_agreement,"femn noun, neut adj",-48.82497024536133,-56.07166290283203,7,7,1,1.4375,-1.125,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0096,adjective_agreement,"femn noun, neut adj",-40.240325927734375,-43.86366271972656,7,7,1,0.9453125,-1.09375,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0097,adjective_agreement,"femn noun, neut adj",-45.498634338378906,-51.59722137451172,7,7,1,1.65625,-0.7109375,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0098,adjective_agreement,"neut noun, femn adj",-55.94425582885742,-53.606788635253906,8,7,0,2.03125,-1.6875,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0099,adjective_agreement,"masc noun, neut adj",-71.53489685058594,-76.6640625,10,10,1,2.0625,-1.828125,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0100,adjective_agreement,"femn noun, neut adj",-48.84246063232422,-53.40435791015625,7,7,1,1.9609375,-1.7421875,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0101,adjective_agreement,"neut noun, femn adj",-54.9796142578125,-56.50896453857422,8,8,1,2.34375,-2.7734376192092896,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0102,adjective_agreement,"femn noun, masc adj",-47.550899505615234,-50.614601135253906,6,6,1,2.140625,-0.796875,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0103,adjective_agreement,"masc noun, neut adj",-67.7638168334961,-69.44820404052734,10,10,1,1.1328123807907104,-1.1250001192092896,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0104,adjective_agreement,"femn noun, neut adj",-72.18484497070312,-76.35322570800781,10,10,1,1.2109373807907104,-1.3593751192092896,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0105,adjective_agreement,"masc noun, femn adj",-46.16391372680664,-54.873046875,7,7,1,2.0,-2.1249998807907104,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0106,adjective_agreement,"neut noun, femn adj",-44.04777526855469,-57.19097137451172,6,5,1,1.2265625,-1.9765624403953552,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0107,adjective_agreement,"femn noun, masc adj",-51.05987548828125,-48.45320129394531,7,7,0,1.6796875,-1.7499998807907104,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0108,adjective_agreement,"femn noun, masc adj",-44.29010772705078,-47.588134765625,7,8,1,1.953125,-1.96875,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0109,adjective_agreement,"neut noun, femn adj",-54.05290222167969,-51.217288970947266,7,7,0,1.1015625,-1.515625238418579,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0110,adjective_agreement,"femn noun, neut adj",-48.55936050415039,-49.18891143798828,8,8,1,2.5156251192092896,-1.8984376192092896,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0111,adjective_agreement,"masc noun, neut adj",-46.16127014160156,-49.13874816894531,6,6,1,2.1640626192092896,-2.1718751192092896,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0112,adjective_agreement,"masc noun, neut adj",-80.10037231445312,-85.54293823242188,12,12,1,1.5078125,-1.4062498807907104,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0113,adjective_agreement,"masc noun, femn adj",-82.1057357788086,-78.88693237304688,11,11,0,1.53125,-2.046875,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0114,adjective_agreement,"masc noun, neut adj",-65.25297546386719,-65.04804992675781,8,8,0,1.8906248807907104,-1.6953125,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0115,adjective_agreement,"femn noun, masc adj",-38.43470764160156,-46.842247009277344,7,7,1,2.03125,-1.5859373807907104,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0116,adjective_agreement,"masc noun, femn adj",-63.232173919677734,-60.474632263183594,7,7,0,2.015625,-2.5859374403953552,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0117,adjective_agreement,"femn noun, masc adj",-42.28001403808594,-49.51486587524414,7,7,1,2.0078125,-1.6718751192092896,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0118,adjective_agreement,"femn noun, masc adj",-55.543174743652344,-66.33029174804688,6,6,1,3.3593751192092896,-2.3828126192092896,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0119,adjective_agreement,"femn noun, masc adj",-67.19367980957031,-76.34597778320312,10,10,1,1.7578125,-1.6796876192092896,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0120,adjective_agreement,"neut noun, femn adj",-47.152976989746094,-46.83898162841797,7,7,0,1.9921875,-2.328125,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0121,adjective_agreement,"neut noun, masc adj",-47.66815185546875,-50.19641876220703,7,7,1,1.484375,-1.3046873807907104,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0122,adjective_agreement,"neut noun, femn adj",-79.5799560546875,-80.20513916015625,12,12,1,0.9609375,-1.5078126192092896,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0123,adjective_agreement,"masc noun, femn adj",-46.61640167236328,-53.930137634277344,8,7,1,3.0234373807907104,-3.1328123807907104,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0124,adjective_agreement,"neut noun, femn adj",-77.01022338867188,-79.08589172363281,10,10,1,1.5625001192092896,-1.40625,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0125,adjective_agreement,"femn noun, neut adj",-45.8536262512207,-55.19813919067383,7,8,1,2.046875,-1.9375,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0126,adjective_agreement,"femn noun, neut adj",-65.49392700195312,-70.02411651611328,10,10,1,1.3281251192092896,-1.3359376192092896,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0127,adjective_agreement,"femn noun, masc adj",-54.6876220703125,-58.256988525390625,8,8,1,2.0390625,-1.3046876192092896,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0128,adjective_agreement,"femn noun, neut adj",-50.00062561035156,-55.81646728515625,6,6,1,2.3828125,-1.6718748807907104,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0129,adjective_agreement,"neut noun, femn adj",-60.74224853515625,-60.27751541137695,7,7,0,1.1328125,-1.9296875,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0130,adjective_agreement,"masc noun, femn adj",-52.20814514160156,-56.01875305175781,8,7,1,3.09375,-3.226562261581421,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0131,adjective_agreement,"neut noun, masc adj",-77.0250473022461,-80.4461669921875,11,11,1,1.5078126192092896,-1.734375,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0132,adjective_agreement,"neut noun, masc adj",-62.33395767211914,-54.76666259765625,9,9,0,2.1562501192092896,-2.359375238418579,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0133,adjective_agreement,"neut noun, masc adj",-72.98741149902344,-77.30708312988281,11,11,1,1.84375,-1.9062501192092896,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0134,adjective_agreement,"femn noun, masc adj",-67.807373046875,-70.61784362792969,10,10,1,1.2890625,-1.3515623807907104,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0135,adjective_agreement,"masc noun, femn adj",-56.90298843383789,-57.72563171386719,7,7,1,2.1015623807907104,-2.2109375,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0136,adjective_agreement,"neut noun, femn adj",-79.60169219970703,-81.34666442871094,11,11,1,0.9218748807907104,-1.6796875,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0137,adjective_agreement,"femn noun, neut adj",-47.343719482421875,-53.16215515136719,8,8,1,1.578125,-1.4921875,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0138,adjective_agreement,"masc noun, neut adj",-72.52000427246094,-77.88328552246094,12,11,1,1.3046875,-1.6484375,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0139,adjective_agreement,"femn noun, masc adj",-71.70178985595703,-76.11766052246094,10,10,1,1.1875,-1.1406251192092896,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0140,adjective_agreement,"neut noun, masc adj",-50.06892395019531,-54.98732376098633,6,6,1,2.1484375,-2.2421875,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0141,adjective_agreement,"femn noun, masc adj",-45.66717529296875,-49.84321594238281,8,8,1,2.109375,-2.046875,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0142,adjective_agreement,"neut noun, femn adj",-51.9434700012207,-51.49257278442383,7,7,0,0.375,-2.0234376192092896,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0143,adjective_agreement,"femn noun, masc adj",-77.01931762695312,-79.29042053222656,11,12,1,2.1015623807907104,-1.5078126192092896,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0144,adjective_agreement,"femn noun, masc adj",-48.871421813964844,-53.64767074584961,8,8,1,2.3671873807907104,-2.171875,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0145,adjective_agreement,"masc noun, femn adj",-49.146697998046875,-52.25690460205078,7,7,1,0.9218751192092896,-2.5859376192092896,0
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0146,adjective_agreement,"femn noun, neut adj",-64.81495666503906,-57.00700378417969,6,7,0,2.0625,-1.3515626192092896,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0147,adjective_agreement,"femn noun, masc adj",-51.55034637451172,-50.30348205566406,5,6,0,2.171875,-1.3046876192092896,1
meta-llama/Llama-3.2-1B-Instruct,adjective_agreement_0148,adjective_agreement,"femn noun, masc adj",-52.19902801513672,-54.25559616088867,8,8,1,1.8828125,-0.6796873807907104,1
