model,uid,phenomenon,group,lp_good,lp_bad,ntok_good,ntok_bad,prob_correct,prompt_margin_ab,prompt_margin_ba,prompt_correct
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0045,adjective_agreement,"masc noun, neut adj",-37.10746765136719,-38.59962844848633,6,6,1,11.624999763764208,10.375000005406037,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0046,adjective_agreement,"neut noun, femn adj",-52.341339111328125,-47.9256591796875,8,8,0,-1.3749999701976776,11.874999643267074,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0047,adjective_agreement,"neut noun, masc adj",-51.130760192871094,-46.40009307861328,8,8,0,1.6249999701976776,9.125000137559255,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0048,adjective_agreement,"neut noun, femn adj",-45.49480056762695,-45.29566192626953,7,7,0,6.499999865540303,12.499999524323357,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0049,adjective_agreement,"femn noun, neut adj",-42.20429229736328,-41.964874267578125,10,10,0,-9.75000036223355,-2.750000074505806,0
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0050,adjective_agreement,"masc noun, neut adj",-37.52900695800781,-42.65007781982422,12,12,1,14.124999762640073,12.625000238545908,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0051,adjective_agreement,"masc noun, neut adj",-40.66061019897461,-48.076786041259766,14,14,1,12.500000120006007,12.500000119896868,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0052,adjective_agreement,"femn noun, neut adj",-37.93377685546875,-41.87664031982422,7,7,1,-11.375000001375156,12.750000119827746,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0053,adjective_agreement,"femn noun, masc adj",-42.63799285888672,-47.64030075073242,14,14,1,12.37499952633516,6.999999870895408,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0054,adjective_agreement,"neut noun, masc adj",-39.129295349121094,-41.36799240112305,9,10,1,4.1250000689178705,12.499999763123924,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0055,adjective_agreement,"femn noun, masc adj",-35.08464813232422,-43.0972900390625,7,7,1,8.249999728956027,6.250000093365088,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0056,adjective_agreement,"masc noun, femn adj",-37.82231903076172,-41.43689727783203,7,7,1,13.749999883089913,11.25000024241308,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0057,adjective_agreement,"masc noun, femn adj",-44.24599838256836,-46.59893798828125,14,14,1,4.74999980814755,11.999999525753083,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0058,adjective_agreement,"masc noun, neut adj",-35.613304138183594,-40.192596435546875,9,9,1,13.00000000197906,13.875000119538527,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0059,adjective_agreement,"femn noun, neut adj",-36.25458526611328,-42.33551788330078,9,9,1,10.999999885352736,10.37500024959445,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0060,adjective_agreement,"femn noun, neut adj",-37.7972297668457,-45.41040802001953,14,14,1,11.37500000235741,11.500000241918315,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0061,adjective_agreement,"masc noun, neut adj",-45.13849639892578,-47.07876968383789,7,7,1,4.7500000996515155,7.249999861291144,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0062,adjective_agreement,"femn noun, neut adj",-38.46827697753906,-44.82354736328125,7,7,1,4.250000226311386,9.500000030267984,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0063,adjective_agreement,"femn noun, neut adj",-36.483489990234375,-43.62016296386719,9,9,1,8.125000454921974,6.249999810708687,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0064,adjective_agreement,"femn noun, masc adj",-36.602718353271484,-39.72901153564453,9,9,1,9.874999541265424,-0.25,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0065,adjective_agreement,"femn noun, masc adj",-41.5838623046875,-46.945526123046875,9,9,1,11.875000362320861,9.499999655105057,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0066,adjective_agreement,"masc noun, neut adj",-42.03988265991211,-44.287109375,7,7,1,6.124999889405444,6.375000179745257,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0067,adjective_agreement,"neut noun, masc adj",-34.022544860839844,-37.744110107421875,7,8,1,14.124999646686774,14.625000238820576,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0068,adjective_agreement,"femn noun, neut adj",-30.268707275390625,-32.572269439697266,7,7,1,13.62499952437065,12.874999643667252,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0069,adjective_agreement,"femn noun, masc adj",-39.756587982177734,-44.59581756591797,13,13,1,7.500000103609636,9.624999654959538,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0070,adjective_agreement,"femn noun, neut adj",-30.969741821289062,-37.89519500732422,7,7,1,6.999999958905391,12.874999881176336,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0071,adjective_agreement,"masc noun, neut adj",-34.209041595458984,-45.60499954223633,8,8,1,10.125000363092113,12.249999524025043,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0072,adjective_agreement,"femn noun, masc adj",-38.35777282714844,-44.16257095336914,6,6,1,-2.3750001043081284,13.999999524145096,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0073,adjective_agreement,"masc noun, femn adj",-45.39244079589844,-49.399017333984375,15,15,1,8.875000021813321,8.999999780920916,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0074,adjective_agreement,"masc noun, femn adj",-36.665130615234375,-42.167945861816406,9,9,1,12.125000240266672,8.499999574647518,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0075,adjective_agreement,"neut noun, femn adj",-39.38982391357422,-42.88140106201172,7,7,1,-10.874999644955096,9.500000263695256,0
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0076,adjective_agreement,"femn noun, masc adj",-36.81859588623047,-43.19462203979492,14,14,1,12.62500024183828,13.750000358377292,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0077,adjective_agreement,"masc noun, neut adj",-30.430213928222656,-41.40205383300781,10,10,1,17.1250004786707,12.249999881485564,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0078,adjective_agreement,"masc noun, femn adj",-32.476924896240234,-38.47210693359375,8,8,1,5.124999781139195,12.124999881842086,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0079,adjective_agreement,"neut noun, femn adj",-40.507320404052734,-39.229461669921875,7,7,0,-7.125000178464688,9.374999775391188,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0080,adjective_agreement,"masc noun, femn adj",-40.15874099731445,-47.110782623291016,7,7,1,12.124999763698725,8.500000171421561,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0081,adjective_agreement,"masc noun, neut adj",-33.8162841796875,-41.32719421386719,10,9,1,7.624999967287295,12.499999524417944,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0082,adjective_agreement,"femn noun, neut adj",-35.1171875,-42.655799865722656,7,7,1,-6.500000004423782,12.500000119795004,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0083,adjective_agreement,"femn noun, masc adj",-40.61063766479492,-38.74944305419922,8,9,0,-0.875,6.874999918043613,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0084,adjective_agreement,"masc noun, neut adj",-37.67149353027344,-43.86113357543945,10,10,1,10.750000003055902,13.125000120086042,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0085,adjective_agreement,"femn noun, neut adj",-43.4052734375,-47.101966857910156,14,14,1,-10.999999524232408,9.625000124899088,0
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0086,adjective_agreement,"neut noun, masc adj",-46.32245635986328,-49.21397399902344,8,8,1,1.1250000298023224,7.7499999004649,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0087,adjective_agreement,"masc noun, femn adj",-39.00794219970703,-40.71986770629883,8,8,1,5.125000003259629,13.375000358533725,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0088,adjective_agreement,"neut noun, masc adj",-42.64219665527344,-43.50471115112305,8,8,1,-9.624999767940608,13.375000238720531,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0089,adjective_agreement,"neut noun, femn adj",-29.23385238647461,-34.346435546875,8,8,1,-7.000000158208422,12.249999523737642,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0090,adjective_agreement,"neut noun, femn adj",-39.747642517089844,-45.99656677246094,9,9,1,-3.500000063329935,11.500000120297045,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0091,adjective_agreement,"neut noun, femn adj",-34.05202102661133,-35.19736862182617,6,6,1,8.625000043131877,11.499999883155397,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0092,adjective_agreement,"femn noun, neut adj",-35.7194709777832,-42.12521743774414,7,7,1,-11.999999762210791,10.875000242944225,0
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0093,adjective_agreement,"femn noun, masc adj",-38.45532989501953,-41.153846740722656,7,7,1,11.124999650579412,12.500000358792022,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0094,adjective_agreement,"neut noun, masc adj",-27.831710815429688,-29.191322326660156,7,7,1,2.499999947845936,11.124999882435077,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0095,adjective_agreement,"femn noun, neut adj",-35.66839599609375,-43.53702163696289,8,8,1,0.9999999403953552,7.87500011944212,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0096,adjective_agreement,"femn noun, neut adj",-32.90031051635742,-38.61901092529297,7,7,1,6.375000060303137,12.750000000523869,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0097,adjective_agreement,"femn noun, neut adj",-36.47535705566406,-45.32011413574219,6,6,1,-5.374999940395355,13.37500023906614,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0098,adjective_agreement,"neut noun, femn adj",-55.347923278808594,-48.66143035888672,8,8,0,2.5000001192092896,10.374999527943146,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0099,adjective_agreement,"masc noun, neut adj",-39.997100830078125,-45.41669845581055,12,12,1,14.500000120478944,12.125000358026227,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0100,adjective_agreement,"femn noun, neut adj",-34.509315490722656,-38.60508728027344,8,9,1,-9.874999528125045,12.500000359086698,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0101,adjective_agreement,"neut noun, femn adj",-43.955055236816406,-50.18415069580078,9,9,1,0.875,12.750000119762262,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0102,adjective_agreement,"femn noun, masc adj",-34.984500885009766,-38.847740173339844,7,7,1,15.124999764222594,13.874999761970685,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0103,adjective_agreement,"masc noun, neut adj",-37.9877815246582,-41.34817123413086,13,13,1,12.624999882380507,12.875000000523869,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0104,adjective_agreement,"femn noun, neut adj",-41.42638397216797,-45.892051696777344,14,15,1,10.624999765968823,11.125000240041118,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0105,adjective_agreement,"masc noun, femn adj",-41.94053649902344,-41.055580139160156,8,8,0,8.499999921186827,8.249999854975613,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0106,adjective_agreement,"neut noun, femn adj",-31.576091766357422,-38.24842071533203,8,8,1,4.000000206753612,2.4999999701976776,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0107,adjective_agreement,"femn noun, masc adj",-41.73649597167969,-42.052955627441406,7,8,1,9.375000037194695,10.875000122963684,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0108,adjective_agreement,"femn noun, masc adj",-35.14873123168945,-38.9423828125,7,7,1,11.625000360436388,13.249999643350748,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0109,adjective_agreement,"neut noun, femn adj",-40.72657775878906,-41.177101135253906,7,7,1,2.3750000298023224,9.000000400381396,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0110,adjective_agreement,"femn noun, neut adj",-40.749794006347656,-47.984718322753906,9,9,1,-5.7499997860286385,-8.6249997933337,0
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0111,adjective_agreement,"masc noun, neut adj",-28.518489837646484,-34.2110710144043,6,6,1,10.374999886204023,11.375000001229637,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0112,adjective_agreement,"masc noun, neut adj",-39.7166862487793,-47.57353210449219,15,15,1,14.12499964343806,12.750000000220098,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0113,adjective_agreement,"masc noun, femn adj",-41.19166564941406,-48.01363754272461,14,14,1,9.000000136293238,14.12499976231993,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0114,adjective_agreement,"masc noun, neut adj",-36.764976501464844,-42.3935546875,10,10,1,12.125000002102752,8.750000298896339,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0115,adjective_agreement,"femn noun, masc adj",-34.427162170410156,-42.87025451660156,6,6,1,12.625000359963451,13.500000119969627,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0116,adjective_agreement,"masc noun, femn adj",-32.79328155517578,-38.07130813598633,8,8,1,7.499999997031409,14.124999762054358,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0117,adjective_agreement,"femn noun, masc adj",-41.70400619506836,-44.403053283691406,8,8,1,12.000000122883648,1.3749999552965164,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0118,adjective_agreement,"femn noun, masc adj",-30.669708251953125,-33.51818084716797,7,7,1,15.062500359526894,13.49999976217805,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0119,adjective_agreement,"femn noun, masc adj",-39.83566665649414,-49.984169006347656,12,12,1,13.624999527135515,13.749999642621333,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0120,adjective_agreement,"neut noun, femn adj",-46.538238525390625,-42.980621337890625,8,8,0,9.375000031199306,3.1249999813735485,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0121,adjective_agreement,"neut noun, masc adj",-41.07764434814453,-39.52361297607422,8,8,0,4.2499999878928065,7.250000001862645,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0122,adjective_agreement,"neut noun, femn adj",-47.8935546875,-48.64635467529297,14,14,1,-12.375000358000761,12.749999761826984,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0123,adjective_agreement,"masc noun, femn adj",-39.978057861328125,-41.869239807128906,8,7,1,0.25,10.249999884646968,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0124,adjective_agreement,"neut noun, femn adj",-42.385196685791016,-45.630218505859375,15,14,1,9.875000365034794,1.7499999701976776,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0125,adjective_agreement,"femn noun, neut adj",-38.71613311767578,-47.640869140625,7,7,1,8.999999674619175,9.624999893640052,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0126,adjective_agreement,"femn noun, neut adj",-39.828983306884766,-47.46953582763672,13,13,1,13.87500000197906,6.8749997693812475,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0127,adjective_agreement,"femn noun, masc adj",-45.04033660888672,-47.394371032714844,8,8,1,4.625000181607902,7.999999916239176,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0128,adjective_agreement,"femn noun, neut adj",-40.405860900878906,-38.51329803466797,8,8,0,-13.124999642765033,6.499999937717803,0
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0129,adjective_agreement,"neut noun, femn adj",-41.13655471801758,-40.670352935791016,8,8,0,1.5,13.125000119762262,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0130,adjective_agreement,"masc noun, femn adj",-40.447540283203125,-43.324119567871094,9,8,1,7.124999957391992,10.625000121624907,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0131,adjective_agreement,"neut noun, masc adj",-43.424407958984375,-40.9553337097168,15,16,0,9.750000015555997,12.999999643187039,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0132,adjective_agreement,"neut noun, masc adj",-46.93629455566406,-46.79242706298828,9,9,0,-3.500000026077032,12.000000000920409,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0133,adjective_agreement,"neut noun, masc adj",-49.556617736816406,-49.20994567871094,14,14,0,0.5,13.00000035794983,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0134,adjective_agreement,"femn noun, masc adj",-40.99848175048828,-45.83285903930664,14,14,1,5.125000089406967,1.2499999403953552,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0135,adjective_agreement,"masc noun, femn adj",-37.543094635009766,-41.27799987792969,9,9,1,3.1250001080334187,14.374999523643055,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0136,adjective_agreement,"neut noun, femn adj",-51.43501281738281,-56.05390930175781,14,14,1,-11.999999642737748,12.875000119469405,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0137,adjective_agreement,"femn noun, neut adj",-36.92149353027344,-43.90753173828125,7,7,1,7.249999932886567,5.875000127591193,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0138,adjective_agreement,"masc noun, neut adj",-38.70478820800781,-55.893577575683594,16,16,1,11.749999524563464,11.375000121181074,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0139,adjective_agreement,"femn noun, masc adj",-43.58970642089844,-42.837242126464844,14,14,0,13.50000035888661,10.499999766616384,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0140,adjective_agreement,"neut noun, masc adj",-37.0842170715332,-34.037620544433594,8,8,0,11.2500001236549,8.125000073836418,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0141,adjective_agreement,"femn noun, masc adj",-34.72154998779297,-39.59089279174805,7,7,1,12.499999882325938,13.374999524323357,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0142,adjective_agreement,"neut noun, femn adj",-41.19282913208008,-45.206764221191406,7,7,1,-8.999999540363206,12.37499952406506,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0143,adjective_agreement,"femn noun, masc adj",-41.982765197753906,-45.112892150878906,15,16,1,6.374999853083864,9.749999888488674,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0144,adjective_agreement,"femn noun, masc adj",-38.13246154785156,-48.864158630371094,8,8,1,-0.9999999403953552,10.624999533189111,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0145,adjective_agreement,"masc noun, femn adj",-41.325191497802734,-44.154056549072266,7,7,1,11.500000002168235,12.62499952350663,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0146,adjective_agreement,"femn noun, neut adj",-30.837369918823242,-36.567317962646484,8,8,1,3.000000111758709,9.99999966546602,1
Qwen/Qwen2.5-7B-Instruct,adjective_agreement_0147,adjective_agreement,"femn noun, masc adj",-32.57141876220703,-39.4059944152832,6,6,1,13.249999765044777,12.875000239248038,1
