model,uid,phenomenon,group,lp_good,lp_bad,ntok_good,ntok_bad,prob_correct,prompt_margin_ab,prompt_margin_ba,prompt_correct
meta-llama/Llama-3.2-1B,adjective_agreement_0028,adjective_agreement,"neut noun, masc adj",-41.462493896484375,-37.600135803222656,8,8,0,0.7265625,-0.7265625,0
meta-llama/Llama-3.2-1B,adjective_agreement_0029,adjective_agreement,"masc noun, neut adj",-36.81644821166992,-42.09188461303711,8,8,1,0.7734375,-0.71875,1
meta-llama/Llama-3.2-1B,adjective_agreement_0030,adjective_agreement,"femn noun, neut adj",-39.30613708496094,-44.08750915527344,6,6,1,0.6796875,-0.6796875,0
meta-llama/Llama-3.2-1B,adjective_agreement_0031,adjective_agreement,"femn noun, masc adj",-41.369422912597656,-44.845703125,10,10,1,0.9921875,-0.9921875,0
meta-llama/Llama-3.2-1B,adjective_agreement_0032,adjective_agreement,"masc noun, neut adj",-48.017822265625,-52.8401985168457,8,8,1,0.953125,-0.984375,0
meta-llama/Llama-3.2-1B,adjective_agreement_0033,adjective_agreement,"femn noun, neut adj",-43.39693069458008,-45.893775939941406,7,7,1,1.03125,-1.03125,0
meta-llama/Llama-3.2-1B,adjective_agreement_0034,adjective_agreement,"femn noun, masc adj",-39.72323989868164,-46.46638488769531,7,7,1,0.8515625,-0.8671875596046448,0
meta-llama/Llama-3.2-1B,adjective_agreement_0035,adjective_agreement,"femn noun, neut adj",-47.720333099365234,-47.91551971435547,10,10,1,0.8515625,-0.921875,0
meta-llama/Llama-3.2-1B,adjective_agreement_0036,adjective_agreement,"femn noun, neut adj",-36.858543395996094,-43.613319396972656,6,6,1,0.5859375,-0.609375,0
meta-llama/Llama-3.2-1B,adjective_agreement_0037,adjective_agreement,"masc noun, femn adj",-46.50947570800781,-49.62968444824219,7,7,1,0.703125,-0.6875,1
meta-llama/Llama-3.2-1B,adjective_agreement_0038,adjective_agreement,"femn noun, masc adj",-45.317230224609375,-44.85871887207031,11,11,0,1.0234375596046448,-1.046875,0
meta-llama/Llama-3.2-1B,adjective_agreement_0039,adjective_agreement,"femn noun, masc adj",-39.639381408691406,-38.917972564697266,7,7,0,0.890625,-0.828125,1
meta-llama/Llama-3.2-1B,adjective_agreement_0040,adjective_agreement,"neut noun, femn adj",-45.75811767578125,-47.461753845214844,11,11,1,0.9296875,-0.9296875596046448,0
meta-llama/Llama-3.2-1B,adjective_agreement_0041,adjective_agreement,"femn noun, masc adj",-37.85106658935547,-42.9625244140625,6,7,1,0.8671875,-0.859375,1
meta-llama/Llama-3.2-1B,adjective_agreement_0042,adjective_agreement,"femn noun, masc adj",-40.31202697753906,-40.24869155883789,7,7,0,0.7734375,-0.7265625,1
meta-llama/Llama-3.2-1B,adjective_agreement_0043,adjective_agreement,"masc noun, femn adj",-35.262935638427734,-41.100276947021484,7,6,1,1.0312500596046448,-1.0625001192092896,0
meta-llama/Llama-3.2-1B,adjective_agreement_0044,adjective_agreement,"neut noun, masc adj",-48.92845916748047,-45.249061584472656,12,13,0,1.0390625,-1.046875,0
meta-llama/Llama-3.2-1B,adjective_agreement_0045,adjective_agreement,"masc noun, neut adj",-42.18438720703125,-50.40958786010742,7,7,1,0.5703125,-0.5625,1
meta-llama/Llama-3.2-1B,adjective_agreement_0046,adjective_agreement,"neut noun, femn adj",-47.85136032104492,-52.19671630859375,8,8,1,0.9921875,-1.015625,0
meta-llama/Llama-3.2-1B,adjective_agreement_0047,adjective_agreement,"neut noun, masc adj",-52.471588134765625,-45.257511138916016,9,9,0,0.875,-0.8281249403953552,1
meta-llama/Llama-3.2-1B,adjective_agreement_0048,adjective_agreement,"neut noun, femn adj",-46.767372131347656,-48.74398422241211,7,6,1,0.828125,-0.890625,0
meta-llama/Llama-3.2-1B,adjective_agreement_0049,adjective_agreement,"femn noun, neut adj",-45.069034576416016,-53.22433090209961,8,8,1,1.109375,-1.1171875,0
meta-llama/Llama-3.2-1B,adjective_agreement_0050,adjective_agreement,"masc noun, neut adj",-42.66670608520508,-45.104862213134766,10,10,1,0.7500000596046448,-0.765625,0
meta-llama/Llama-3.2-1B,adjective_agreement_0051,adjective_agreement,"masc noun, neut adj",-42.87181854248047,-45.355621337890625,11,11,1,0.9453125,-0.9296875,1
meta-llama/Llama-3.2-1B,adjective_agreement_0052,adjective_agreement,"femn noun, neut adj",-43.23284149169922,-47.905826568603516,7,7,1,0.8671875596046448,-0.8593750596046448,1
meta-llama/Llama-3.2-1B,adjective_agreement_0053,adjective_agreement,"femn noun, masc adj",-44.676666259765625,-44.93865966796875,11,11,1,0.9375,-0.9453124403953552,0
meta-llama/Llama-3.2-1B,adjective_agreement_0054,adjective_agreement,"neut noun, masc adj",-45.443904876708984,-46.38528060913086,8,8,1,1.0703125,-1.09375,0
meta-llama/Llama-3.2-1B,adjective_agreement_0055,adjective_agreement,"femn noun, masc adj",-43.09644317626953,-46.340179443359375,7,7,1,0.8593749403953552,-0.90625,0
meta-llama/Llama-3.2-1B,adjective_agreement_0056,adjective_agreement,"masc noun, femn adj",-45.267005920410156,-47.09941864013672,7,6,1,1.0703125,-1.0937499403953552,0
meta-llama/Llama-3.2-1B,adjective_agreement_0057,adjective_agreement,"masc noun, femn adj",-43.608245849609375,-46.92864990234375,11,11,1,0.9843750596046448,-0.9296875,1
meta-llama/Llama-3.2-1B,adjective_agreement_0058,adjective_agreement,"masc noun, neut adj",-38.94488525390625,-42.23180389404297,8,8,1,0.6875,-0.71875,0
meta-llama/Llama-3.2-1B,adjective_agreement_0059,adjective_agreement,"femn noun, neut adj",-42.56147766113281,-47.97080993652344,8,8,1,0.9296875,-0.9140625,1
meta-llama/Llama-3.2-1B,adjective_agreement_0060,adjective_agreement,"femn noun, neut adj",-41.57677459716797,-46.49114990234375,10,10,1,0.9375,-0.9453125,0
meta-llama/Llama-3.2-1B,adjective_agreement_0061,adjective_agreement,"masc noun, neut adj",-48.40089416503906,-49.96314239501953,7,7,1,0.9218750596046448,-0.953125,0
meta-llama/Llama-3.2-1B,adjective_agreement_0062,adjective_agreement,"femn noun, neut adj",-44.867591857910156,-49.909603118896484,7,7,1,0.9218750596046448,-0.9218750596046448,0
meta-llama/Llama-3.2-1B,adjective_agreement_0063,adjective_agreement,"femn noun, neut adj",-49.117897033691406,-52.65687561035156,8,8,1,0.9765625,-0.9609374403953552,1
meta-llama/Llama-3.2-1B,adjective_agreement_0064,adjective_agreement,"femn noun, masc adj",-46.77995300292969,-52.21647644042969,8,8,1,0.96875,-0.9531250596046448,1
meta-llama/Llama-3.2-1B,adjective_agreement_0065,adjective_agreement,"femn noun, masc adj",-48.490867614746094,-52.389671325683594,8,8,1,1.1874999403953552,-1.1640625,1
meta-llama/Llama-3.2-1B,adjective_agreement_0066,adjective_agreement,"masc noun, neut adj",-46.51521301269531,-52.05419158935547,7,7,1,1.1562499403953552,-1.171875,0
meta-llama/Llama-3.2-1B,adjective_agreement_0067,adjective_agreement,"neut noun, masc adj",-37.97205352783203,-39.18431091308594,6,6,1,0.671875,-0.6875,0
meta-llama/Llama-3.2-1B,adjective_agreement_0068,adjective_agreement,"femn noun, neut adj",-34.794376373291016,-46.06207275390625,5,6,1,0.7578125,-0.7421875,1
meta-llama/Llama-3.2-1B,adjective_agreement_0069,adjective_agreement,"femn noun, masc adj",-43.636383056640625,-44.77008819580078,10,10,1,0.8593749403953552,-0.9062500596046448,0
meta-llama/Llama-3.2-1B,adjective_agreement_0070,adjective_agreement,"femn noun, neut adj",-39.3359489440918,-40.09596252441406,7,7,1,0.9609375,-0.9375,1
meta-llama/Llama-3.2-1B,adjective_agreement_0071,adjective_agreement,"masc noun, neut adj",-42.97661209106445,-46.87293243408203,8,8,1,0.859375,-0.8749999403953552,0
meta-llama/Llama-3.2-1B,adjective_agreement_0072,adjective_agreement,"femn noun, masc adj",-44.871665954589844,-47.63661575317383,7,7,1,0.8749999403953552,-0.8828125,0
meta-llama/Llama-3.2-1B,adjective_agreement_0073,adjective_agreement,"masc noun, femn adj",-44.13447952270508,-51.14402770996094,12,12,1,1.0468750596046448,-1.015625,1
meta-llama/Llama-3.2-1B,adjective_agreement_0074,adjective_agreement,"masc noun, femn adj",-38.957916259765625,-45.507362365722656,8,8,1,0.890625,-0.8046875,1
meta-llama/Llama-3.2-1B,adjective_agreement_0075,adjective_agreement,"neut noun, femn adj",-49.646671295166016,-49.308746337890625,6,6,0,0.9921875,-1.015625,0
meta-llama/Llama-3.2-1B,adjective_agreement_0076,adjective_agreement,"femn noun, masc adj",-45.41921615600586,-48.11326599121094,11,11,1,0.9062499403953552,-0.8828125,1
meta-llama/Llama-3.2-1B,adjective_agreement_0077,adjective_agreement,"masc noun, neut adj",-36.39076614379883,-46.086219787597656,9,9,1,0.890625,-0.90625,0
meta-llama/Llama-3.2-1B,adjective_agreement_0078,adjective_agreement,"masc noun, femn adj",-35.974945068359375,-44.03704833984375,7,7,1,0.859375,-0.8359375,1
meta-llama/Llama-3.2-1B,adjective_agreement_0079,adjective_agreement,"neut noun, femn adj",-40.433841705322266,-45.160011291503906,6,6,1,0.8046875,-0.8046875,0
meta-llama/Llama-3.2-1B,adjective_agreement_0080,adjective_agreement,"masc noun, femn adj",-38.62910079956055,-42.146507263183594,6,6,1,0.734375,-0.7421875,0
meta-llama/Llama-3.2-1B,adjective_agreement_0081,adjective_agreement,"masc noun, neut adj",-47.43815994262695,-54.793373107910156,8,8,1,0.984375,-1.0,0
meta-llama/Llama-3.2-1B,adjective_agreement_0082,adjective_agreement,"femn noun, neut adj",-40.1986083984375,-42.84489440917969,7,7,1,0.8515625,-0.8203125,1
meta-llama/Llama-3.2-1B,adjective_agreement_0083,adjective_agreement,"femn noun, masc adj",-47.34734344482422,-45.588043212890625,8,8,0,1.0390625,-1.046875,0
meta-llama/Llama-3.2-1B,adjective_agreement_0084,adjective_agreement,"masc noun, neut adj",-42.88041687011719,-48.037174224853516,9,8,1,1.0859375596046448,-1.0625000596046448,1
meta-llama/Llama-3.2-1B,adjective_agreement_0085,adjective_agreement,"femn noun, neut adj",-43.80628967285156,-51.08213806152344,10,10,1,1.0078125,-1.0234375,0
meta-llama/Llama-3.2-1B,adjective_agreement_0086,adjective_agreement,"neut noun, masc adj",-45.92225646972656,-49.667545318603516,7,7,1,1.0546874403953552,-1.0390625,1
meta-llama/Llama-3.2-1B,adjective_agreement_0087,adjective_agreement,"masc noun, femn adj",-49.145484924316406,-49.668025970458984,8,8,1,0.625,-0.6328125,0
meta-llama/Llama-3.2-1B,adjective_agreement_0088,adjective_agreement,"neut noun, masc adj",-42.81979751586914,-45.114234924316406,7,7,1,0.9921875,-0.9765625,1
meta-llama/Llama-3.2-1B,adjective_agreement_0089,adjective_agreement,"neut noun, femn adj",-38.31798553466797,-39.38447189331055,7,7,1,0.859375,-0.828125,1
meta-llama/Llama-3.2-1B,adjective_agreement_0090,adjective_agreement,"neut noun, femn adj",-52.71994400024414,-48.62630081176758,9,9,0,0.9140624403953552,-0.9375,0
meta-llama/Llama-3.2-1B,adjective_agreement_0091,adjective_agreement,"neut noun, femn adj",-36.922332763671875,-39.62803268432617,6,6,1,0.71875,-0.6484375,1
meta-llama/Llama-3.2-1B,adjective_agreement_0092,adjective_agreement,"femn noun, neut adj",-48.38189697265625,-54.9893913269043,7,7,1,0.71875,-0.71875,0
meta-llama/Llama-3.2-1B,adjective_agreement_0093,adjective_agreement,"femn noun, masc adj",-49.05279541015625,-53.55398941040039,8,8,1,0.828125,-0.84375,0
meta-llama/Llama-3.2-1B,adjective_agreement_0094,adjective_agreement,"neut noun, masc adj",-33.75663375854492,-35.465003967285156,5,5,1,0.71875,-0.7265625,0
meta-llama/Llama-3.2-1B,adjective_agreement_0095,adjective_agreement,"femn noun, neut adj",-44.083255767822266,-47.949806213378906,7,7,1,1.1015624403953552,-1.1093750596046448,0
meta-llama/Llama-3.2-1B,adjective_agreement_0096,adjective_agreement,"femn noun, neut adj",-37.78205490112305,-46.353294372558594,7,7,1,0.90625,-0.9218749403953552,0
meta-llama/Llama-3.2-1B,adjective_agreement_0097,adjective_agreement,"femn noun, neut adj",-42.335777282714844,-49.50270080566406,7,7,1,0.8359375596046448,-0.8125,1
meta-llama/Llama-3.2-1B,adjective_agreement_0098,adjective_agreement,"neut noun, femn adj",-51.00617218017578,-51.25828170776367,8,7,1,0.890625,-0.9843750596046448,0
meta-llama/Llama-3.2-1B,adjective_agreement_0099,adjective_agreement,"masc noun, neut adj",-43.746089935302734,-46.82878875732422,10,10,1,0.796875,-0.8124999403953552,0
meta-llama/Llama-3.2-1B,adjective_agreement_0100,adjective_agreement,"femn noun, neut adj",-44.722564697265625,-48.36280822753906,7,7,1,1.0703124403953552,-1.0546875596046448,1
meta-llama/Llama-3.2-1B,adjective_agreement_0101,adjective_agreement,"neut noun, femn adj",-56.193912506103516,-56.22331619262695,8,8,1,1.0234374403953552,-1.03125,0
meta-llama/Llama-3.2-1B,adjective_agreement_0102,adjective_agreement,"femn noun, masc adj",-36.52386474609375,-42.26948547363281,6,6,1,0.9609375,-0.7734375,1
meta-llama/Llama-3.2-1B,adjective_agreement_0103,adjective_agreement,"masc noun, neut adj",-40.26366424560547,-43.709556579589844,10,10,1,0.9765625596046448,-0.9765624403953552,1
meta-llama/Llama-3.2-1B,adjective_agreement_0104,adjective_agreement,"femn noun, neut adj",-44.739295959472656,-49.657867431640625,10,10,1,0.9765625,-0.96875,1
meta-llama/Llama-3.2-1B,adjective_agreement_0105,adjective_agreement,"masc noun, femn adj",-44.22955322265625,-52.49659729003906,7,7,1,0.9765625596046448,-0.9609375,1
meta-llama/Llama-3.2-1B,adjective_agreement_0106,adjective_agreement,"neut noun, femn adj",-31.370647430419922,-37.65827178955078,6,5,1,0.453125,-0.546875,0
meta-llama/Llama-3.2-1B,adjective_agreement_0107,adjective_agreement,"femn noun, masc adj",-47.796104431152344,-48.2525749206543,7,7,1,0.9843750596046448,-0.9453125,1
meta-llama/Llama-3.2-1B,adjective_agreement_0108,adjective_agreement,"femn noun, masc adj",-42.96855163574219,-45.45259475708008,7,8,1,1.0859374403953552,-0.8828124403953552,1
meta-llama/Llama-3.2-1B,adjective_agreement_0109,adjective_agreement,"neut noun, femn adj",-43.56916046142578,-46.84529113769531,7,7,1,0.90625,-0.9296875,0
meta-llama/Llama-3.2-1B,adjective_agreement_0110,adjective_agreement,"femn noun, neut adj",-47.34882354736328,-45.376869201660156,8,8,0,1.0390625,-1.0546875,0
meta-llama/Llama-3.2-1B,adjective_agreement_0111,adjective_agreement,"masc noun, neut adj",-35.71875762939453,-38.926116943359375,6,6,1,0.40625,-0.453125,0
meta-llama/Llama-3.2-1B,adjective_agreement_0112,adjective_agreement,"masc noun, neut adj",-44.31147766113281,-48.12032699584961,12,12,1,0.9453125,-0.953125,0
meta-llama/Llama-3.2-1B,adjective_agreement_0113,adjective_agreement,"masc noun, femn adj",-48.21464538574219,-48.71626281738281,11,11,1,0.7578125596046448,-0.7656250596046448,0
meta-llama/Llama-3.2-1B,adjective_agreement_0114,adjective_agreement,"masc noun, neut adj",-39.955322265625,-43.66199493408203,8,8,1,0.8437499403953552,-0.8125,1
meta-llama/Llama-3.2-1B,adjective_agreement_0115,adjective_agreement,"femn noun, masc adj",-40.18439483642578,-48.103187561035156,7,7,1,0.828125,-0.8515625,0
meta-llama/Llama-3.2-1B,adjective_agreement_0116,adjective_agreement,"masc noun, femn adj",-46.23121643066406,-47.14153289794922,7,7,1,0.5234375,-0.546875,0
meta-llama/Llama-3.2-1B,adjective_agreement_0117,adjective_agreement,"femn noun, masc adj",-45.400787353515625,-50.01158142089844,7,7,1,1.1250000596046448,-1.0859375,1
meta-llama/Llama-3.2-1B,adjective_agreement_0118,adjective_agreement,"femn noun, masc adj",-42.26826477050781,-47.35806655883789,6,6,1,0.5781250596046448,-0.515625,1
meta-llama/Llama-3.2-1B,adjective_agreement_0119,adjective_agreement,"femn noun, masc adj",-43.35160827636719,-50.038719177246094,10,10,1,0.8750000596046448,-0.9140625596046448,0
meta-llama/Llama-3.2-1B,adjective_agreement_0120,adjective_agreement,"neut noun, femn adj",-48.62529754638672,-46.664894104003906,7,7,0,0.9296875,-0.8984375,1
meta-llama/Llama-3.2-1B,adjective_agreement_0121,adjective_agreement,"neut noun, masc adj",-50.52632141113281,-48.25702667236328,7,7,0,0.953125,-0.9218750596046448,1
meta-llama/Llama-3.2-1B,adjective_agreement_0122,adjective_agreement,"neut noun, femn adj",-47.708675384521484,-48.30586242675781,12,12,1,0.9843749403953552,-0.9609375,1
meta-llama/Llama-3.2-1B,adjective_agreement_0123,adjective_agreement,"masc noun, femn adj",-45.171546936035156,-47.746665954589844,8,7,1,0.796875,-0.859375,0
meta-llama/Llama-3.2-1B,adjective_agreement_0124,adjective_agreement,"neut noun, femn adj",-45.07115173339844,-49.915977478027344,10,10,1,1.0781251192092896,-1.0937501192092896,0
meta-llama/Llama-3.2-1B,adjective_agreement_0125,adjective_agreement,"femn noun, neut adj",-43.845726013183594,-50.17733383178711,7,8,1,0.9609375,-0.8359374403953552,1
meta-llama/Llama-3.2-1B,adjective_agreement_0126,adjective_agreement,"femn noun, neut adj",-42.11328125,-46.73942184448242,10,10,1,0.8125,-0.8125,0
meta-llama/Llama-3.2-1B,adjective_agreement_0127,adjective_agreement,"femn noun, masc adj",-49.29692459106445,-51.96851348876953,8,8,1,1.0859375596046448,-1.0390625,1
meta-llama/Llama-3.2-1B,adjective_agreement_0128,adjective_agreement,"femn noun, neut adj",-41.122459411621094,-43.92802429199219,6,6,1,0.7578125,-0.7109375,1
meta-llama/Llama-3.2-1B,adjective_agreement_0129,adjective_agreement,"neut noun, femn adj",-38.10020446777344,-38.756996154785156,7,7,1,0.7890625,-0.7734375,1
meta-llama/Llama-3.2-1B,adjective_agreement_0130,adjective_agreement,"masc noun, femn adj",-42.632293701171875,-47.46670913696289,8,7,1,1.078125,-1.140625,0
meta-llama/Llama-3.2-1B,adjective_agreement_0131,adjective_agreement,"neut noun, masc adj",-44.263336181640625,-46.636661529541016,11,11,1,1.0390625,-1.046875,0
meta-llama/Llama-3.2-1B,adjective_agreement_0132,adjective_agreement,"neut noun, masc adj",-50.2309684753418,-46.15155792236328,9,9,0,0.953125,-0.921875,1
meta-llama/Llama-3.2-1B,adjective_agreement_0133,adjective_agreement,"neut noun, masc adj",-44.89154052734375,-44.28375244140625,11,11,0,0.9921875,-1.0,0
meta-llama/Llama-3.2-1B,adjective_agreement_0134,adjective_agreement,"femn noun, masc adj",-42.98291015625,-43.83610534667969,10,10,1,0.8515625596046448,-0.84375,1
meta-llama/Llama-3.2-1B,adjective_agreement_0135,adjective_agreement,"masc noun, femn adj",-41.62016296386719,-42.557498931884766,7,7,1,0.8671875,-0.7890625,1
meta-llama/Llama-3.2-1B,adjective_agreement_0136,adjective_agreement,"neut noun, femn adj",-46.25080871582031,-46.90824508666992,11,11,1,0.9921875596046448,-0.9687499403953552,1
meta-llama/Llama-3.2-1B,adjective_agreement_0137,adjective_agreement,"femn noun, neut adj",-41.24671173095703,-50.69312286376953,8,8,1,0.875,-0.90625,0
meta-llama/Llama-3.2-1B,adjective_agreement_0138,adjective_agreement,"masc noun, neut adj",-44.52631378173828,-48.27141571044922,12,11,1,1.078125,-1.0312500596046448,1
meta-llama/Llama-3.2-1B,adjective_agreement_0139,adjective_agreement,"femn noun, masc adj",-44.40277099609375,-50.080814361572266,10,10,1,1.0468750596046448,-0.9999999403953552,1
meta-llama/Llama-3.2-1B,adjective_agreement_0140,adjective_agreement,"neut noun, masc adj",-35.650054931640625,-34.56837463378906,6,6,0,0.6328125,-0.6015625,1
meta-llama/Llama-3.2-1B,adjective_agreement_0141,adjective_agreement,"femn noun, masc adj",-39.7789306640625,-42.51884078979492,8,8,1,1.0078124403953552,-1.03125,0
meta-llama/Llama-3.2-1B,adjective_agreement_0142,adjective_agreement,"neut noun, femn adj",-45.30474090576172,-48.92542266845703,7,7,1,0.9609375,-0.9765625596046448,0
meta-llama/Llama-3.2-1B,adjective_agreement_0143,adjective_agreement,"femn noun, masc adj",-46.83030700683594,-46.83675765991211,11,12,1,1.0546875596046448,-1.0625,0
meta-llama/Llama-3.2-1B,adjective_agreement_0144,adjective_agreement,"femn noun, masc adj",-45.435245513916016,-49.41379928588867,8,8,1,1.0625,-1.046875,1
meta-llama/Llama-3.2-1B,adjective_agreement_0145,adjective_agreement,"masc noun, femn adj",-43.451908111572266,-45.90370559692383,7,7,1,0.9453125596046448,-0.9687499403953552,0
meta-llama/Llama-3.2-1B,adjective_agreement_0146,adjective_agreement,"femn noun, neut adj",-39.42498016357422,-44.6251106262207,6,7,1,0.6953125,-0.6171875,1
meta-llama/Llama-3.2-1B,adjective_agreement_0147,adjective_agreement,"femn noun, masc adj",-38.96012496948242,-45.12666702270508,5,6,1,0.6796875,-0.5625,1
meta-llama/Llama-3.2-1B,adjective_agreement_0148,adjective_agreement,"femn noun, masc adj",-51.40087127685547,-52.327823638916016,8,8,1,1.0546875596046448,-1.0390625,1
meta-llama/Llama-3.2-1B,adjective_agreement_0149,adjective_agreement,"neut noun, femn adj",-38.46826171875,-40.452938079833984,5,5,1,0.7421875,-0.765625,0
meta-llama/Llama-3.2-1B,adjective_agreement_0150,adjective_agreement,"masc noun, neut adj",-49.56114959716797,-55.611045837402344,7,7,1,0.6171875,-0.5859375,1
meta-llama/Llama-3.2-1B,adjective_agreement_0151,adjective_agreement,"femn noun, masc adj",-36.25421905517578,-40.074119567871094,6,6,1,0.875,-0.7734375,1
meta-llama/Llama-3.2-1B,adjective_agreement_0152,adjective_agreement,"neut noun, masc adj",-44.66865539550781,-46.07835388183594,10,10,1,0.921875,-0.9218749403953552,1
meta-llama/Llama-3.2-1B,adjective_agreement_0153,adjective_agreement,"femn noun, masc adj",-45.06806182861328,-46.088111877441406,8,8,1,0.9687500596046448,-0.9921875,0
meta-llama/Llama-3.2-1B,adjective_agreement_0154,adjective_agreement,"neut noun, femn adj",-41.63355255126953,-45.27067184448242,10,10,1,0.8984375,-0.890625,1
meta-llama/Llama-3.2-1B,adjective_agreement_0155,adjective_agreement,"masc noun, femn adj",-34.30781173706055,-40.314002990722656,6,5,1,0.703125,-0.78125,0
meta-llama/Llama-3.2-1B,adjective_agreement_0156,adjective_agreement,"neut noun, femn adj",-47.80855178833008,-46.71234130859375,12,12,0,0.9609375,-0.9531250596046448,1
meta-llama/Llama-3.2-1B,adjective_agreement_0157,adjective_agreement,"neut noun, femn adj",-46.87992858886719,-49.267112731933594,9,9,1,0.8671875,-0.8984375,0
meta-llama/Llama-3.2-1B,adjective_agreement_0158,adjective_agreement,"neut noun, femn adj",-49.93555450439453,-52.78350067138672,8,8,1,1.0546875,-1.0703125,0
