model,uid,phenomenon,group,lp_good,lp_bad,ntok_good,ntok_bad,prob_correct,prompt_margin_ab,prompt_margin_ba,prompt_correct
meta-llama/Llama-3.2-3B,adjective_agreement_0028,adjective_agreement,"neut noun, masc adj",-39.73283004760742,-38.47229766845703,8,8,0,0.328125,-0.3437500596046448,0
meta-llama/Llama-3.2-3B,adjective_agreement_0029,adjective_agreement,"masc noun, neut adj",-36.73475646972656,-41.097389221191406,8,8,1,0.296875,-0.21874994039535522,1
meta-llama/Llama-3.2-3B,adjective_agreement_0030,adjective_agreement,"femn noun, neut adj",-44.89877700805664,-41.93443298339844,6,6,0,0.28125,-0.2734375596046448,1
meta-llama/Llama-3.2-3B,adjective_agreement_0031,adjective_agreement,"femn noun, masc adj",-43.63312911987305,-46.65216064453125,10,10,1,0.15625005960464478,-0.1015625,1
meta-llama/Llama-3.2-3B,adjective_agreement_0032,adjective_agreement,"masc noun, neut adj",-44.808494567871094,-50.87571334838867,8,8,1,0.4531249403953552,-0.28125,1
meta-llama/Llama-3.2-3B,adjective_agreement_0033,adjective_agreement,"femn noun, neut adj",-42.752105712890625,-45.93907165527344,7,7,1,0.3984375,-0.3203124403953552,1
meta-llama/Llama-3.2-3B,adjective_agreement_0034,adjective_agreement,"femn noun, masc adj",-41.949462890625,-44.045326232910156,7,7,1,0.3281249403953552,-0.16406244039535522,1
meta-llama/Llama-3.2-3B,adjective_agreement_0035,adjective_agreement,"femn noun, neut adj",-51.02960968017578,-51.824462890625,10,10,1,0.20312494039535522,-0.1640625,1
meta-llama/Llama-3.2-3B,adjective_agreement_0036,adjective_agreement,"femn noun, neut adj",-35.461997985839844,-40.842533111572266,6,6,1,0.20312505960464478,-0.28125,0
meta-llama/Llama-3.2-3B,adjective_agreement_0037,adjective_agreement,"masc noun, femn adj",-46.179847717285156,-51.05134582519531,7,7,1,0.4140625,-0.3750000596046448,1
meta-llama/Llama-3.2-3B,adjective_agreement_0038,adjective_agreement,"femn noun, masc adj",-47.309566497802734,-51.514400482177734,11,11,1,0.234375,-0.2421875,0
meta-llama/Llama-3.2-3B,adjective_agreement_0039,adjective_agreement,"femn noun, masc adj",-36.90766906738281,-41.22946548461914,7,7,1,0.453125,-0.375,1
meta-llama/Llama-3.2-3B,adjective_agreement_0040,adjective_agreement,"neut noun, femn adj",-44.676658630371094,-49.49665832519531,11,11,1,0.23437494039535522,-0.1484375,1
meta-llama/Llama-3.2-3B,adjective_agreement_0041,adjective_agreement,"femn noun, masc adj",-37.9327392578125,-40.260929107666016,6,7,1,0.24999994039535522,-0.21875,1
meta-llama/Llama-3.2-3B,adjective_agreement_0042,adjective_agreement,"femn noun, masc adj",-36.639137268066406,-40.079952239990234,7,7,1,0.21875,-0.21875,0
meta-llama/Llama-3.2-3B,adjective_agreement_0043,adjective_agreement,"masc noun, femn adj",-35.99365234375,-40.54951477050781,7,6,1,0.21875,-0.23437505960464478,0
meta-llama/Llama-3.2-3B,adjective_agreement_0044,adjective_agreement,"neut noun, masc adj",-49.034461975097656,-48.89031219482422,12,13,0,0.21874994039535522,-0.2734375,0
meta-llama/Llama-3.2-3B,adjective_agreement_0045,adjective_agreement,"masc noun, neut adj",-41.187225341796875,-50.16707992553711,7,7,1,0.1953125,-0.1328125,1
meta-llama/Llama-3.2-3B,adjective_agreement_0046,adjective_agreement,"neut noun, femn adj",-53.31739807128906,-49.152183532714844,8,8,0,0.375,-0.2421875,1
meta-llama/Llama-3.2-3B,adjective_agreement_0047,adjective_agreement,"neut noun, masc adj",-53.40959167480469,-46.5387077331543,9,9,0,0.3046875596046448,-0.3515625,0
meta-llama/Llama-3.2-3B,adjective_agreement_0048,adjective_agreement,"neut noun, femn adj",-48.81218719482422,-48.66633605957031,7,6,0,0.2968750596046448,-0.1796875,1
meta-llama/Llama-3.2-3B,adjective_agreement_0049,adjective_agreement,"femn noun, neut adj",-48.81382369995117,-53.36455154418945,8,8,1,0.3906250596046448,-0.3046874403953552,1
meta-llama/Llama-3.2-3B,adjective_agreement_0050,adjective_agreement,"masc noun, neut adj",-44.14995574951172,-47.417564392089844,10,10,1,0.22656255960464478,-0.17187494039535522,1
meta-llama/Llama-3.2-3B,adjective_agreement_0051,adjective_agreement,"masc noun, neut adj",-42.07539367675781,-47.47357177734375,11,11,1,0.328125,-0.1171875,1
meta-llama/Llama-3.2-3B,adjective_agreement_0052,adjective_agreement,"femn noun, neut adj",-45.889305114746094,-46.40962219238281,7,7,1,0.21875,-0.1796875,1
meta-llama/Llama-3.2-3B,adjective_agreement_0053,adjective_agreement,"femn noun, masc adj",-46.12539291381836,-49.49845886230469,11,11,1,0.2265625,-0.234375,0
meta-llama/Llama-3.2-3B,adjective_agreement_0054,adjective_agreement,"neut noun, masc adj",-44.25444030761719,-45.590614318847656,8,8,1,0.3671875,-0.3046875,1
meta-llama/Llama-3.2-3B,adjective_agreement_0055,adjective_agreement,"femn noun, masc adj",-42.45176696777344,-45.8887939453125,7,7,1,0.2578125,-0.19531255960464478,1
meta-llama/Llama-3.2-3B,adjective_agreement_0056,adjective_agreement,"masc noun, femn adj",-44.85382843017578,-46.27106475830078,7,6,1,0.421875,-0.2890624403953552,1
meta-llama/Llama-3.2-3B,adjective_agreement_0057,adjective_agreement,"masc noun, femn adj",-46.960914611816406,-47.803985595703125,11,11,1,0.3125000596046448,-0.2578125596046448,1
meta-llama/Llama-3.2-3B,adjective_agreement_0058,adjective_agreement,"masc noun, neut adj",-39.93696975708008,-42.86006546020508,8,8,1,0.28125,-0.125,1
meta-llama/Llama-3.2-3B,adjective_agreement_0059,adjective_agreement,"femn noun, neut adj",-45.56140899658203,-52.05270767211914,8,8,1,0.2421875,-0.3203125,0
meta-llama/Llama-3.2-3B,adjective_agreement_0060,adjective_agreement,"femn noun, neut adj",-43.741329193115234,-51.42241668701172,10,10,1,0.1796875,-0.171875,1
meta-llama/Llama-3.2-3B,adjective_agreement_0061,adjective_agreement,"masc noun, neut adj",-46.74311065673828,-51.63932418823242,7,7,1,0.4609374403953552,-0.3359375,1
meta-llama/Llama-3.2-3B,adjective_agreement_0062,adjective_agreement,"femn noun, neut adj",-42.761539459228516,-48.10054016113281,7,7,1,0.28125,-0.2968749403953552,0
meta-llama/Llama-3.2-3B,adjective_agreement_0063,adjective_agreement,"femn noun, neut adj",-46.105003356933594,-52.013858795166016,8,8,1,0.3046874403953552,-0.3203124403953552,0
meta-llama/Llama-3.2-3B,adjective_agreement_0064,adjective_agreement,"femn noun, masc adj",-41.915855407714844,-46.428810119628906,8,8,1,0.390625,-0.34375,1
meta-llama/Llama-3.2-3B,adjective_agreement_0065,adjective_agreement,"femn noun, masc adj",-46.70447540283203,-51.05982971191406,8,8,1,0.4140625,-0.3281249403953552,1
meta-llama/Llama-3.2-3B,adjective_agreement_0066,adjective_agreement,"masc noun, neut adj",-45.81596755981445,-50.23558807373047,7,7,1,0.3671875,-0.296875,1
meta-llama/Llama-3.2-3B,adjective_agreement_0067,adjective_agreement,"neut noun, masc adj",-36.76396942138672,-40.37196350097656,6,6,1,0.3125,-0.25,1
meta-llama/Llama-3.2-3B,adjective_agreement_0068,adjective_agreement,"femn noun, neut adj",-32.69443130493164,-40.19355773925781,5,6,1,0.3906250596046448,-0.3984375,0
meta-llama/Llama-3.2-3B,adjective_agreement_0069,adjective_agreement,"femn noun, masc adj",-46.127410888671875,-49.99372100830078,10,10,1,0.046875,-0.015625,1
meta-llama/Llama-3.2-3B,adjective_agreement_0070,adjective_agreement,"femn noun, neut adj",-38.50973129272461,-42.47602081298828,7,7,1,0.3125,-0.203125,1
meta-llama/Llama-3.2-3B,adjective_agreement_0071,adjective_agreement,"masc noun, neut adj",-43.29027557373047,-49.25642013549805,8,8,1,0.3828125596046448,-0.21875,1
meta-llama/Llama-3.2-3B,adjective_agreement_0072,adjective_agreement,"femn noun, masc adj",-42.01223373413086,-46.51520538330078,7,7,1,0.390625,-0.359375,1
meta-llama/Llama-3.2-3B,adjective_agreement_0073,adjective_agreement,"masc noun, femn adj",-46.72002410888672,-50.47221374511719,12,12,1,0.2968749403953552,-0.0859375,1
meta-llama/Llama-3.2-3B,adjective_agreement_0074,adjective_agreement,"masc noun, femn adj",-38.04350280761719,-39.32515335083008,8,8,1,0.3125,-0.17187505960464478,1
meta-llama/Llama-3.2-3B,adjective_agreement_0075,adjective_agreement,"neut noun, femn adj",-43.174774169921875,-46.670684814453125,6,6,1,0.3046875,-0.21875,1
meta-llama/Llama-3.2-3B,adjective_agreement_0076,adjective_agreement,"femn noun, masc adj",-45.09547805786133,-47.9420051574707,11,11,1,0.2109375,-0.19531244039535522,1
meta-llama/Llama-3.2-3B,adjective_agreement_0077,adjective_agreement,"masc noun, neut adj",-39.10272216796875,-47.57706832885742,9,9,1,0.25,-0.14062494039535522,1
meta-llama/Llama-3.2-3B,adjective_agreement_0078,adjective_agreement,"masc noun, femn adj",-34.21898651123047,-41.63150405883789,7,7,1,0.4765625,-0.2890625,1
meta-llama/Llama-3.2-3B,adjective_agreement_0079,adjective_agreement,"neut noun, femn adj",-37.34575653076172,-40.88710021972656,6,6,1,0.1875,-0.0625,1
meta-llama/Llama-3.2-3B,adjective_agreement_0080,adjective_agreement,"masc noun, femn adj",-38.3258056640625,-39.97937774658203,6,6,1,0.421875,-0.18750005960464478,1
meta-llama/Llama-3.2-3B,adjective_agreement_0081,adjective_agreement,"masc noun, neut adj",-48.88935089111328,-56.181941986083984,8,8,1,0.3515625,-0.2265625,1
meta-llama/Llama-3.2-3B,adjective_agreement_0082,adjective_agreement,"femn noun, neut adj",-36.431331634521484,-42.318016052246094,7,7,1,0.25,-0.21875005960464478,1
meta-llama/Llama-3.2-3B,adjective_agreement_0083,adjective_agreement,"femn noun, masc adj",-47.58074188232422,-47.5687370300293,8,8,0,0.3359375,-0.2734375596046448,1
meta-llama/Llama-3.2-3B,adjective_agreement_0084,adjective_agreement,"masc noun, neut adj",-42.65837478637695,-51.29054641723633,9,8,1,0.2968750596046448,-0.18749994039535522,1
meta-llama/Llama-3.2-3B,adjective_agreement_0085,adjective_agreement,"femn noun, neut adj",-47.739479064941406,-54.093379974365234,10,10,1,0.20312505960464478,-0.140625,1
meta-llama/Llama-3.2-3B,adjective_agreement_0086,adjective_agreement,"neut noun, masc adj",-51.594825744628906,-48.05521011352539,7,7,0,0.2578125,-0.234375,1
meta-llama/Llama-3.2-3B,adjective_agreement_0087,adjective_agreement,"masc noun, femn adj",-49.22854995727539,-50.50496292114258,8,8,1,0.3203125,-0.24218744039535522,1
meta-llama/Llama-3.2-3B,adjective_agreement_0088,adjective_agreement,"neut noun, masc adj",-48.36674499511719,-51.3829345703125,7,7,1,0.16406244039535522,-0.12500005960464478,1
meta-llama/Llama-3.2-3B,adjective_agreement_0089,adjective_agreement,"neut noun, femn adj",-36.60063934326172,-38.94658279418945,7,7,1,0.265625,-0.25,1
meta-llama/Llama-3.2-3B,adjective_agreement_0090,adjective_agreement,"neut noun, femn adj",-50.2902717590332,-49.13854217529297,9,9,0,0.3671875,-0.3359375,1
meta-llama/Llama-3.2-3B,adjective_agreement_0091,adjective_agreement,"neut noun, femn adj",-35.44292449951172,-41.07386779785156,6,6,1,0.3906250596046448,-0.390625,1
meta-llama/Llama-3.2-3B,adjective_agreement_0092,adjective_agreement,"femn noun, neut adj",-45.71930694580078,-52.447425842285156,7,7,1,0.2265625,-0.1875,1
meta-llama/Llama-3.2-3B,adjective_agreement_0093,adjective_agreement,"femn noun, masc adj",-45.473793029785156,-46.186676025390625,8,8,1,0.390625,-0.3437499403953552,1
meta-llama/Llama-3.2-3B,adjective_agreement_0094,adjective_agreement,"neut noun, masc adj",-31.246196746826172,-35.7421989440918,5,5,1,0.15625005960464478,-0.140625,1
meta-llama/Llama-3.2-3B,adjective_agreement_0095,adjective_agreement,"femn noun, neut adj",-44.43711853027344,-50.37096405029297,7,7,1,0.23437494039535522,-0.22656244039535522,1
meta-llama/Llama-3.2-3B,adjective_agreement_0096,adjective_agreement,"femn noun, neut adj",-38.623538970947266,-50.539764404296875,7,7,1,0.3359375596046448,-0.3046875,1
meta-llama/Llama-3.2-3B,adjective_agreement_0097,adjective_agreement,"femn noun, neut adj",-44.67229080200195,-48.54296112060547,7,7,1,0.2968749403953552,-0.2578125,1
meta-llama/Llama-3.2-3B,adjective_agreement_0098,adjective_agreement,"neut noun, femn adj",-52.34812927246094,-52.53639221191406,8,7,1,0.34375,-0.2734375,1
meta-llama/Llama-3.2-3B,adjective_agreement_0099,adjective_agreement,"masc noun, neut adj",-45.50785827636719,-49.593414306640625,10,10,1,0.1875,-0.125,1
meta-llama/Llama-3.2-3B,adjective_agreement_0100,adjective_agreement,"femn noun, neut adj",-40.77709197998047,-45.499534606933594,7,7,1,0.2656250596046448,-0.171875,1
meta-llama/Llama-3.2-3B,adjective_agreement_0101,adjective_agreement,"neut noun, femn adj",-49.967041015625,-52.484947204589844,8,8,1,0.375,-0.3046875596046448,1
meta-llama/Llama-3.2-3B,adjective_agreement_0102,adjective_agreement,"femn noun, masc adj",-33.357425689697266,-38.644676208496094,6,6,1,0.4375,-0.328125,1
meta-llama/Llama-3.2-3B,adjective_agreement_0103,adjective_agreement,"masc noun, neut adj",-42.53709411621094,-45.9844970703125,10,10,1,0.296875,-0.22656244039535522,1
meta-llama/Llama-3.2-3B,adjective_agreement_0104,adjective_agreement,"femn noun, neut adj",-46.087440490722656,-54.295448303222656,10,10,1,0.1015625,-0.0234375,1
meta-llama/Llama-3.2-3B,adjective_agreement_0105,adjective_agreement,"masc noun, femn adj",-48.31586456298828,-49.58632278442383,7,7,1,0.4765625,-0.2578124403953552,1
meta-llama/Llama-3.2-3B,adjective_agreement_0106,adjective_agreement,"neut noun, femn adj",-32.76475524902344,-35.33716583251953,6,5,1,0.3359375596046448,-0.25,1
meta-llama/Llama-3.2-3B,adjective_agreement_0107,adjective_agreement,"femn noun, masc adj",-47.38343811035156,-48.72146987915039,7,7,1,0.3125,-0.2421875,1
meta-llama/Llama-3.2-3B,adjective_agreement_0108,adjective_agreement,"femn noun, masc adj",-46.23711395263672,-48.3354377746582,7,8,1,0.3593749403953552,-0.3828125,0
meta-llama/Llama-3.2-3B,adjective_agreement_0109,adjective_agreement,"neut noun, femn adj",-48.006431579589844,-49.10638427734375,7,7,1,0.3906249403953552,-0.2968749403953552,1
meta-llama/Llama-3.2-3B,adjective_agreement_0110,adjective_agreement,"femn noun, neut adj",-48.00019836425781,-53.22836685180664,8,8,1,0.3281249403953552,-0.3671875,0
meta-llama/Llama-3.2-3B,adjective_agreement_0111,adjective_agreement,"masc noun, neut adj",-33.18791198730469,-37.907989501953125,6,6,1,0.24999994039535522,-0.234375,1
meta-llama/Llama-3.2-3B,adjective_agreement_0112,adjective_agreement,"masc noun, neut adj",-45.12397003173828,-48.707149505615234,12,12,1,0.2734375,-0.09375,1
meta-llama/Llama-3.2-3B,adjective_agreement_0113,adjective_agreement,"masc noun, femn adj",-49.75939178466797,-53.544769287109375,11,11,1,0.22656244039535522,-0.08593755960464478,1
meta-llama/Llama-3.2-3B,adjective_agreement_0114,adjective_agreement,"masc noun, neut adj",-38.62928771972656,-41.65473175048828,8,8,1,0.3906249403953552,-0.1875,1
meta-llama/Llama-3.2-3B,adjective_agreement_0115,adjective_agreement,"femn noun, masc adj",-40.170753479003906,-44.0308952331543,7,7,1,0.3359375,-0.2734375,1
meta-llama/Llama-3.2-3B,adjective_agreement_0116,adjective_agreement,"masc noun, femn adj",-37.1124267578125,-39.19367218017578,7,7,1,0.28125,-0.203125,1
meta-llama/Llama-3.2-3B,adjective_agreement_0117,adjective_agreement,"femn noun, masc adj",-41.62788391113281,-46.66624450683594,7,7,1,0.484375,-0.359375,1
meta-llama/Llama-3.2-3B,adjective_agreement_0118,adjective_agreement,"femn noun, masc adj",-34.65493392944336,-42.61662292480469,6,6,1,0.18750005960464478,-0.15625005960464478,1
meta-llama/Llama-3.2-3B,adjective_agreement_0119,adjective_agreement,"femn noun, masc adj",-43.23430633544922,-47.631988525390625,10,10,1,0.1796875,-0.15625,1
meta-llama/Llama-3.2-3B,adjective_agreement_0120,adjective_agreement,"neut noun, femn adj",-52.72173309326172,-52.94709396362305,7,7,1,0.3984374403953552,-0.375,1
meta-llama/Llama-3.2-3B,adjective_agreement_0121,adjective_agreement,"neut noun, masc adj",-46.06721115112305,-48.73862838745117,7,7,1,0.359375,-0.34375,1
meta-llama/Llama-3.2-3B,adjective_agreement_0122,adjective_agreement,"neut noun, femn adj",-49.448570251464844,-50.482460021972656,12,12,1,0.2890625,-0.21874994039535522,1
meta-llama/Llama-3.2-3B,adjective_agreement_0123,adjective_agreement,"masc noun, femn adj",-43.34477615356445,-44.393951416015625,8,7,1,0.3125,-0.375,0
meta-llama/Llama-3.2-3B,adjective_agreement_0124,adjective_agreement,"neut noun, femn adj",-47.284820556640625,-53.68375778198242,10,10,1,0.09375,-0.0859375,1
meta-llama/Llama-3.2-3B,adjective_agreement_0125,adjective_agreement,"femn noun, neut adj",-48.24466323852539,-49.14842224121094,7,8,1,0.359375,-0.3125,1
meta-llama/Llama-3.2-3B,adjective_agreement_0126,adjective_agreement,"femn noun, neut adj",-43.896846771240234,-48.547943115234375,10,10,1,0.16406255960464478,-0.13281244039535522,1
meta-llama/Llama-3.2-3B,adjective_agreement_0127,adjective_agreement,"femn noun, masc adj",-50.72084045410156,-48.30229949951172,8,8,0,0.3671875596046448,-0.375,0
meta-llama/Llama-3.2-3B,adjective_agreement_0128,adjective_agreement,"femn noun, neut adj",-40.821144104003906,-44.74810028076172,6,6,1,0.234375,-0.109375,1
meta-llama/Llama-3.2-3B,adjective_agreement_0129,adjective_agreement,"neut noun, femn adj",-35.03629684448242,-40.037017822265625,7,7,1,0.21875,-0.1640625,1
meta-llama/Llama-3.2-3B,adjective_agreement_0130,adjective_agreement,"masc noun, femn adj",-41.71028137207031,-45.449913024902344,8,7,1,0.3125000596046448,-0.2109375,1
meta-llama/Llama-3.2-3B,adjective_agreement_0131,adjective_agreement,"neut noun, masc adj",-49.15654754638672,-49.64030838012695,11,11,1,0.2578125596046448,-0.21875,1
meta-llama/Llama-3.2-3B,adjective_agreement_0132,adjective_agreement,"neut noun, masc adj",-55.9669189453125,-51.805076599121094,9,9,0,0.2890625596046448,-0.3046875596046448,0
meta-llama/Llama-3.2-3B,adjective_agreement_0133,adjective_agreement,"neut noun, masc adj",-45.65489196777344,-47.91908645629883,11,11,1,0.15625,-0.1796875,0
meta-llama/Llama-3.2-3B,adjective_agreement_0134,adjective_agreement,"femn noun, masc adj",-45.58067321777344,-48.48810577392578,10,10,1,0.0546875,-0.0078125,1
meta-llama/Llama-3.2-3B,adjective_agreement_0135,adjective_agreement,"masc noun, femn adj",-38.323665618896484,-43.06846237182617,7,7,1,0.3828125,-0.234375,1
meta-llama/Llama-3.2-3B,adjective_agreement_0136,adjective_agreement,"neut noun, femn adj",-46.69547653198242,-50.936492919921875,11,11,1,0.203125,-0.125,1
meta-llama/Llama-3.2-3B,adjective_agreement_0137,adjective_agreement,"femn noun, neut adj",-43.33185577392578,-52.42090606689453,8,8,1,0.28125,-0.2734374403953552,1
meta-llama/Llama-3.2-3B,adjective_agreement_0138,adjective_agreement,"masc noun, neut adj",-45.133663177490234,-52.46406936645508,12,11,1,0.2265625,-0.08593755960464478,1
meta-llama/Llama-3.2-3B,adjective_agreement_0139,adjective_agreement,"femn noun, masc adj",-46.09870910644531,-52.290679931640625,10,10,1,0.328125,-0.1953125,1
meta-llama/Llama-3.2-3B,adjective_agreement_0140,adjective_agreement,"neut noun, masc adj",-36.10990905761719,-37.69023895263672,6,6,1,0.25,-0.203125,1
meta-llama/Llama-3.2-3B,adjective_agreement_0141,adjective_agreement,"femn noun, masc adj",-41.32041549682617,-46.57360076904297,8,8,1,0.3515624403953552,-0.2734375,1
meta-llama/Llama-3.2-3B,adjective_agreement_0142,adjective_agreement,"neut noun, femn adj",-43.604515075683594,-52.00568771362305,7,7,1,0.15625,-0.1015625,1
meta-llama/Llama-3.2-3B,adjective_agreement_0143,adjective_agreement,"femn noun, masc adj",-47.81690216064453,-47.9659538269043,11,12,1,0.203125,-0.1953125,1
meta-llama/Llama-3.2-3B,adjective_agreement_0144,adjective_agreement,"femn noun, masc adj",-44.784481048583984,-54.21641540527344,8,8,1,0.3671875,-0.3046875,1
meta-llama/Llama-3.2-3B,adjective_agreement_0145,adjective_agreement,"masc noun, femn adj",-45.348365783691406,-49.827598571777344,7,7,1,0.4687499403953552,-0.21875,1
meta-llama/Llama-3.2-3B,adjective_agreement_0146,adjective_agreement,"femn noun, neut adj",-37.98419952392578,-41.01668167114258,6,7,1,0.296875,-0.3046874403953552,0
meta-llama/Llama-3.2-3B,adjective_agreement_0147,adjective_agreement,"femn noun, masc adj",-35.544429779052734,-39.102874755859375,5,6,1,0.390625,-0.34375,1
meta-llama/Llama-3.2-3B,adjective_agreement_0148,adjective_agreement,"femn noun, masc adj",-48.812713623046875,-49.517669677734375,8,8,1,0.3828125,-0.3828125,0
meta-llama/Llama-3.2-3B,adjective_agreement_0149,adjective_agreement,"neut noun, femn adj",-33.883724212646484,-39.075225830078125,5,5,1,0.20312494039535522,-0.09374994039535522,1
meta-llama/Llama-3.2-3B,adjective_agreement_0150,adjective_agreement,"masc noun, neut adj",-50.09864044189453,-56.60258483886719,7,7,1,0.3828125596046448,-0.25,1
meta-llama/Llama-3.2-3B,adjective_agreement_0151,adjective_agreement,"femn noun, masc adj",-41.80201721191406,-39.98640441894531,6,6,0,0.265625,-0.1796875,1
meta-llama/Llama-3.2-3B,adjective_agreement_0152,adjective_agreement,"neut noun, masc adj",-47.868247985839844,-48.44184875488281,10,10,1,0.2656249403953552,-0.17187505960464478,1
meta-llama/Llama-3.2-3B,adjective_agreement_0153,adjective_agreement,"femn noun, masc adj",-45.6563606262207,-46.185638427734375,8,8,1,0.3125,-0.28125,1
meta-llama/Llama-3.2-3B,adjective_agreement_0154,adjective_agreement,"neut noun, femn adj",-46.21870803833008,-47.245765686035156,10,10,1,0.2812499403953552,-0.1875,1
meta-llama/Llama-3.2-3B,adjective_agreement_0155,adjective_agreement,"masc noun, femn adj",-33.05874252319336,-36.907440185546875,6,5,1,0.4140625,-0.2421875,1
meta-llama/Llama-3.2-3B,adjective_agreement_0156,adjective_agreement,"neut noun, femn adj",-51.925254821777344,-49.621612548828125,12,12,0,0.296875,-0.2265625,1
meta-llama/Llama-3.2-3B,adjective_agreement_0157,adjective_agreement,"neut noun, femn adj",-47.57464599609375,-54.27876281738281,9,9,1,0.3515625,-0.265625,1
meta-llama/Llama-3.2-3B,adjective_agreement_0158,adjective_agreement,"neut noun, femn adj",-53.94636535644531,-53.65191650390625,8,8,0,0.328125,-0.2109375,1
